rank,threshold_pct,metric,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
4,10,one_tick_ge,US,MNYWW,2025,250,2025-01-02,2025-12-31,0.025000000372529,0.0509999990463256,0.0615559998750686,0.1800000071525573,250,1.0,212,22,48,70,81,148,118,8,11,19,28,83,29,1,3,4,10,48,0,0,0,0,1,17,0,0,0,0,0,2
5,10,one_tick_ge,US,LUCYW,2025,250,2025-01-02,2025-12-31,0.0340000018477439,0.0799999982118606,0.0805440002828836,0.1550000011920929,250,1.0,188,42,50,92,93,110,17,26,25,51,44,77,0,9,5,14,19,62,0,2,1,3,7,36,0,0,0,0,1,8
6,10,one_tick_ge,US,WALDW,2025,250,2025-01-02,2025-12-31,0.0299999993294477,0.0700000002980232,0.0835159999653696,0.1720000058412552,250,1.0,165,28,45,73,73,111,89,15,24,39,32,80,7,3,6,9,10,50,0,0,0,0,0,22,0,0,0,0,0,1
7,10,one_tick_ge,US,LIDRW,2025,250,2025-01-02,2025-12-31,0.0450000017881393,0.083500001579523,0.1123119999468326,0.4099999964237213,250,1.0,140,32,27,59,87,173,2,11,7,18,20,93,0,6,1,7,11,53,0,2,0,2,6,27,0,1,0,1,1,6
8,10,one_tick_ge,US,RNWWW,2025,250,2025-01-02,2025-12-31,0.0049999998882412,0.1169999986886978,0.103664000481367,0.2479999959468841,250,1.0,113,31,62,93,90,141,58,13,21,34,39,90,55,9,2,11,19,59,50,6,0,6,8,26,21,1,0,1,1,9
9,10,one_tick_ge,US,SEATW,2025,250,2025-01-02,2025-12-31,0.032999999821186,0.1609999984502792,0.1812360002994537,0.4350000023841858,250,1.0,50,18,48,66,70,87,30,11,20,31,29,53,1,3,8,11,8,27,0,1,0,1,2,15,0,0,0,0,0,3
10,10,one_tick_ge,US,NAMMW,2025,250,2025-01-02,2025-12-31,0.0649999976158142,0.2175000011920929,4.104367980152369,13.899999618530272,144,0.576,35,26,19,45,53,80,0,13,7,20,17,45,0,6,3,9,6,24,0,3,2,5,5,10,0,1,0,1,2,0
1,20,one_tick_ge,AU,ADS.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0010000000474974,0.0010000000474973,0.0010000000474974,253,1.0,253,0,0,0,0,1,253,0,0,0,0,1,253,0,0,0,0,1,253,0,0,0,0,1,0,0,0,0,0,1
2,20,one_tick_ge,AU,CLZ.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0010000000474974,0.0010000000474973,0.0010000000474974,253,1.0,253,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0
3,20,one_tick_ge,AU,NRZ.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0010000000474974,0.0012094862193141,0.003000000026077,253,1.0,253,10,7,17,23,36,253,10,6,16,21,36,253,9,5,14,19,29,207,3,3,6,9,10,0,3,0,3,4,10
4,20,one_tick_ge,AU,MOM.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0015000000130385,0.0016166008429108,0.003000000026077,253,1.0,253,23,30,53,57,50,253,23,26,49,53,50,253,19,19,38,42,45,142,3,5,8,6,14,0,3,0,3,3,14
5,20,one_tick_ge,AU,AOA.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0020000000949949,0.0023102767396489,0.0049999998882412,253,1.0,253,16,29,45,38,39,253,16,23,39,34,37,250,14,13,27,23,27,26,5,6,11,8,11,0,4,0,4,5,11
6,20,one_tick_ge,AU,CT1.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0020000000949949,0.0019051384258087,0.0020000000949949,253,1.0,253,17,23,40,35,18,253,17,23,40,35,18,253,17,10,27,23,18,34,6,9,15,11,7,0,6,0,6,6,7
